Merged
"3,anger"
"1,anger"
"6,anger"
"2,anger"
"5,anger"
"8,anger"
"4,anger"
"2,anger"
"3,anger"
"1,anger"
"6,anger"
"1,anger"
"4,anger"
"5,anger"
"5,anger"
"2,anger"
"1,anger"
"4,anger"
"2,anger"
"5,anger"
"3,anger"
"6,anger"
"6,anger"
"6,anger"
"1,anger"
"2,anger"
"8,anger"
"1,anger"
"2,anger"
"4,anger"
"6,anger"
"6,anger"
"3,anger"
"1,anger"
"3,anger"
"3,anger"
"5,anger"
"7,anger"
"4,anger"
"4,anger"
"3,anger"
"1,anger"
"7,anger"
"5,anger"
"2,anger"
"2,anger"
"4,anger"
"1,anger"
"6,anger"
"3,anger"
"5,anger"
"3,anger"
"6,anger"
"2,anger"
"4,anger"
"1,anger"
"2,anger"
"7,anger"
"8,anger"
"6,anger"
"4,anger"
"6,anger"
"2,anger"
"1,anger"
"4,anger"
"5,anger"
"3,anger"
"8,anger"
"7,anger"
"1,anger"
"2,anger"
"6,anger"
"8,anger"
"9,anger"
"1,anger"
"1,anger"
"8,anger"
"8,anger"
"6,anger"
"2,anger"
"2,anger"
"3,anger"
"2,anger"
"3,anger"
"8,anger"
"2,anger"
"8,anger"
"5,anger"
"2,anger"
"7,anger"
"2,anger"
"7,anger"
"3,anger"
"7,anger"
"3,anger"
"4,anger"
"6,anger"
"3,anger"
"1,anger"
"2,anger"
"9,anger"
"6,anger"
"7,anger"
"3,anger"
"3,anger"
"2,anger"
"5,anger"
"5,anger"
"7,anger"
"5,anger"
"1,anger"
"9,anger"
"1,anger"
"3,anger"
"4,anger"
"1,anger"
"1,anger"
"5,anger"
"3,anger"
"3,anger"
"5,anger"
"6,anger"
"2,anger"
"3,anger"
"6,anger"
"7,anger"
"3,anger"
"5,anger"
"3,anger"
"2,anger"
"3,anger"
"4,anger"
"7,anger"
"5,anger"
"7,anger"
"6,anger"
"6,anger"
"6,anger"
"7,anger"
"2,anger"
"3,anger"
"2,anger"
"1,anger"
"6,anger"
"3,anger"
"1,anger"
"1,anger"
"8,anger"
"4,anger"
"2,anger"
"8,anger"
"1,anger"
"2,anger"
"4,anger"
"6,anger"
"4,anger"
"7,anger"
"4,anger"
"1,anger"
"7,anger"
"3,anger"
"4,anger"
"4,anger"
"1,anger"
"9,anger"
"4,anger"
"6,anger"
"4,anger"
"4,anger"
"4,anger"
"3,anger"
"3,anger"
"2,anger"
"6,anger"
"9,anger"
"1,anger"
"1,anger"
"4,anger"
"8,anger"
"5,anger"
"2,anger"
"1,anger"
"3,anger"
"4,anger"
"1,anger"
"2,anger"
"2,anger"
"3,anger"
"1,anger"
"4,anger"
"4,anger"
"2,anger"
"7,anger"
"6,anger"
"3,anger"
"2,anger"
"3,anger"
"6,anger"
"2,anger"
"2,anger"
"9,anger"
"5,anger"
"5,anger"
"6,anger"
"2,anger"
"4,anger"
"1,anger"
"6,anger"
"7,anger"
"6,anger"
"2,anger"
"2,anger"
"6,anger"
"5,anger"
"4,anger"
"5,anger"
"2,anger"
"2,anger"
"7,anger"
"2,anger"
"4,anger"
"3,anger"
"2,anger"
"4,anger"
"1,anger"
"3,anger"
"4,anger"
"9,anger"
"3,anger"
"7,anger"
"1,anger"
"6,anger"
"7,anger"
"3,anger"
"9,anger"
"3,anger"
"9,anger"
"1,anger"
"8,anger"
"1,anger"
"5,anger"
"3,anger"
"4,anger"
"3,anger"
"9,anger"
"1,anger"
"1,anger"
"6,anger"
"7,anger"
"1,anger"
"7,anger"
"3,anger"
"2,anger"
"6,anger"
"6,anger"
"2,anger"
"2,anger"
"1,anger"
"5,anger"
"8,anger"
"1,anger"
"4,anger"
"2,anger"
"2,anger"
"4,anger"
"8,anger"
"1,anger"
"1,anger"
"7,anger"
"6,anger"
"6,anger"
"3,anger"
"1,anger"
"5,anger"
"4,anger"
"2,anger"
"5,anger"
"5,anger"
"6,anger"
"9,anger"
"7,anger"
"3,anger"
"1,anger"
"8,anger"
"2,anger"
"3,anger"
"1,anger"
"2,anger"
"7,anger"
"6,anger"
"2,anger"
"3,anger"
"3,anger"
"1,anger"
"5,anger"
"2,anger"
"1,anger"
"4,anger"
"7,anger"
"8,anger"
"4,anger"
"5,anger"
"2,anger"
"2,anger"
"5,anger"
"1,anger"
"6,anger"
"6,anger"
"1,anger"
"7,anger"
"3,anger"
"3,anger"
"2,anger"
"2,anger"
"3,anger"
"3,anger"
"3,anger"
"2,anger"
"4,anger"
"2,anger"
"3,anger"
"6,anger"
"4,anger"
"2,anger"
"1,anger"
"6,anger"
"8,anger"
"1,anger"
"6,anger"
"3,anger"
"6,anger"
"1,anger"
"1,anger"
"8,anger"
"3,anger"
"3,anger"
"6,anger"
"1,anger"
"1,anger"
"2,anger"
"2,anger"
"6,anger"
"6,anger"
"3,anger"
"6,anger"
"7,anger"
"4,anger"
"2,anger"
"8,anger"
"4,anger"
"2,anger"
"6,anger"
"9,anger"
"8,anger"
"5,anger"
"2,anger"
"1,anger"
"3,anger"
"4,anger"
"2,anger"
"2,anger"
"7,anger"
"3,anger"
"1,anger"
"2,anger"
"4,anger"
"4,anger"
"7,anger"
"6,anger"
"7,anger"
"1,anger"
"4,anger"
"6,anger"
"3,anger"
"5,anger"
"7,anger"
"3,anger"
"1,anger"
"2,anger"
"9,anger"
"5,anger"
"3,anger"
"5,anger"
"2,anger"
"1,anger"
"6,anger"
"7,anger"
"8,anger"
"3,anger"
"4,anger"
"5,anger"
"3,anger"
"1,anger"
"1,anger"
"5,anger"
"1,anger"
"6,anger"
"4,anger"
"6,anger"
"6,anger"
"1,anger"
"8,anger"
"6,anger"
"3,anger"
"7,anger"
"2,anger"
"1,anger"
"3,anger"
"3,anger"
"7,anger"
"7,anger"
"7,anger"
"1,anger"
"6,anger"
"5,anger"
"4,anger"
"2,anger"
"3,anger"
"3,anger"
"2,anger"
"3,anger"
"7,anger"
"7,anger"
"1,anger"
"4,anger"
"2,anger"
"4,anger"
"6,anger"
"3,anger"
"5,anger"
"2,anger"
"2,anger"
"1,anger"
"6,anger"
"3,anger"
"7,anger"
"3,anger"
"8,anger"
"5,anger"
"5,anger"
"1,anger"
"8,anger"
"4,anger"
"6,anger"
"3,anger"
"6,anger"
"7,anger"
"1,anger"
"5,anger"
"6,anger"
"6,anger"
"1,anger"
"2,anger"
"7,anger"
"5,anger"
"6,anger"
"3,anger"
"3,anger"
"3,anger"
"2,anger"
"3,anger"
"1,anger"
"5,anger"
"1,anger"
"7,anger"
"4,anger"
"3,anger"
"7,anger"
"2,anger"
"3,anger"
"4,anger"
"2,anger"
"1,anger"
"7,anger"
"4,anger"
"6,anger"
"6,anger"
"2,anger"
"2,anger"
"2,anger"
"2,anger"
"5,anger"
"4,anger"
"4,anger"
"8,anger"
"3,anger"
"1,anger"
"6,anger"
"1,anger"
"3,anger"
"9,anger"
"2,anger"
"6,anger"
"6,anger"
"6,anger"
"2,anger"
"6,anger"
"6,anger"
"6,anger"
"6,anger"
"1,anger"
"7,anger"
"8,anger"
"6,anger"
"2,anger"
"2,anger"
"5,anger"
"4,anger"
"1,anger"
"1,anger"
"1,anger"
"4,anger"
"1,anger"
"6,anger"
"4,anger"
"3,anger"
"4,anger"
"7,anger"
"4,anger"
"7,anger"
"1,anger"
"7,anger"
"2,anger"
"4,anger"
"3,anger"
"4,anger"
"4,anger"
"2,anger"
"3,anger"
"1,anger"
"3,anger"
"7,anger"
"2,anger"
"1,anger"
"3,anger"
"6,anger"
"4,anger"
"7,anger"
"6,anger"
"8,anger"
"1,anger"
"3,anger"
"7,anger"
"6,anger"
"3,anger"
"8,anger"
"7,anger"
"6,anger"
"1,anger"
"6,anger"
"1,anger"
"8,anger"
"6,anger"
"4,anger"
"1,anger"
"2,anger"
"3,anger"
"3,anger"
"3,anger"
"3,anger"
"3,anger"
"4,anger"
"1,anger"
"2,anger"
"8,anger"
"2,anger"
"8,anger"
"5,anger"
"6,anger"
"1,anger"
"6,anger"
"6,anger"
"1,anger"
"7,anger"
"2,anger"
"1,anger"
"6,anger"
"7,anger"
"7,anger"
"3,anger"
"8,anger"
"1,anger"
"5,anger"
"1,anger"
"2,anger"
"6,anger"
"3,anger"
"1,anger"
"1,anger"
"2,anger"
"2,anger"
"6,anger"
"7,anger"
"1,anger"
"4,anger"
"5,anger"
"8,anger"
"1,anger"
"3,anger"
"1,anger"
"4,anger"
"3,anger"
"3,anger"
"6,anger"
"3,anger"
"2,anger"
"5,anger"
"3,anger"
"4,anger"
"6,anger"
"2,anger"
"2,anger"
"6,anger"
"3,anger"
"2,anger"
"7,anger"
"2,anger"
"4,anger"
"1,anger"
"4,anger"
"3,anger"
"1,anger"
"5,anger"
"2,anger"
"1,anger"
"6,anger"
"3,anger"
"4,anger"
"7,anger"
"7,anger"
"2,anger"
"9,anger"
"2,anger"
"1,anger"
"3,anger"
"6,anger"
"1,anger"
"4,anger"
"1,anger"
"4,anger"
"1,anger"
"5,anger"
"2,anger"
"6,anger"
"2,anger"
"4,anger"
"1,anger"
"5,anger"
"2,anger"
"7,anger"
"4,anger"
"6,anger"
"6,anger"
"6,anger"
"4,anger"
"8,anger"
"2,anger"
"4,anger"
"3,anger"
"4,anger"
"3,anger"
"7,anger"
"7,anger"
"3,anger"
"5,anger"
"3,anger"
"6,anger"
"8,anger"
"6,anger"
"1,anger"
"7,anger"
"5,anger"
"2,anger"
"3,anger"
"2,anger"
"2,anger"
"7,anger"
"6,anger"
"1,anger"
"4,anger"
"8,anger"
